JD	mag	mag_err
2458387.86345	13.7040415	0.009345015
2458387.86436	13.695382	0.013196253
2458653.97452	13.699451	0.013196917
2458653.97591	13.6944065	0.00934548
2459093.8051	13.68952	0.009345728
2459093.81678	13.682276	0.013194145
2459097.89112	13.6925125	0.009345574
2459121.72975	13.667793	0.013191867
2459123.73139	13.658592	0.013190448
2459130.72282	13.665002	0.009347086
2459130.72445	13.662225	0.013191005
2459130.81988	13.673575	0.013192768
2459130.82151	13.680564	0.009346201
2459131.78589	13.6777	0.013193418
2459131.78751	13.681187	0.009346168
2459134.84306	13.6620245	0.009347265
2459134.86096	13.6762495	0.009346438
2459135.69968	13.664467	0.009347117
2459135.7005	13.671034	0.013192371
2459135.81962	13.67784	0.01319344
2459135.82044	13.656996	0.009347571
2459136.76296	13.690481	0.01319546
2459136.78507	13.675299	0.009346493
2459136.7859	13.679965	0.013193778
2459137.78725	13.6685	0.013191977
2459137.79949	13.667188	0.013191772
2459137.80112	13.641807	0.009348547
2459138.65583	13.646989	0.009348206
2459138.65746	13.658449	0.013190427
2459138.67735	13.660214	0.009347373
2459138.67897	13.669756	0.013192171
2459138.69099	13.65375	0.009347774
2459139.6654	13.664059	0.013191288
2459139.66622	13.644445	0.009348372
2459139.81934	13.6595335	0.013190592
2459141.76654	13.683244	0.013194298
2459141.76901	13.674687	0.009346525
2459142.80313	13.637348	0.013187258
2459142.83233	13.664429	0.013191344
2459142.83381	13.6586275	0.0093474705
2459143.74135	13.651426	0.013189359
2459143.75293	13.682377	0.009346103
2459143.75769	13.650739	0.013189255
2459143.76016	13.666239	0.009347011
2459143.81355	13.665858	0.013191567
2459144.76384	13.662586	0.01319106
2459144.76546	13.690496	0.009345678
2459144.78214	13.666761	0.013191706
2459144.80819	13.68455	0.009345987
2459145.80153	13.676837	0.013193282
2459145.81866	13.665734	0.013191547
2459145.82029	13.6879635	0.009345807
2459147.75616	13.662255	0.013191011
2459152.64434	13.679329	0.013193676
2459152.64597	13.682183	0.009346113
2459152.65742	13.68976	0.013195343
2459152.65904	13.65918	0.009347436
2459153.76154	13.682518	0.009346095
2459153.76493	13.692181	0.013195734
2459153.76809	13.698886	0.013196825
2459153.79241	13.682312	0.009346106
2459153.79655	13.697142	0.01319654
2459155.81855	13.6660795	0.0093470225
2459156.74791	13.674914	0.009346513
2459157.76169	13.717738	0.013199961
2459157.76584	13.693722	0.009345514
2459157.78039	13.706094	0.013198012
2459157.78202	13.696664	0.0093453685
2459158.74235	13.691653	0.013195648
2459158.74397	13.699026	0.009345254
2459158.76073	13.682745	0.009346083
2459165.62142	13.667767	0.013191862
2459165.62305	13.670595	0.009346759
2459165.63316	13.650739	0.013189255
2459166.87611	13.690075	0.009345698
2459168.65647	13.682276	0.013194145
2459168.67504	13.670413	0.013192274
2459169.76344	13.684733	0.013194536
